set_number,title,theme,subtheme,actual_growth,is_avoid,avoid_prob,shelf_life_months,retire_quarter,retires_before_q4
40386,Batman,Brick Sketches,DC Comics Super Heroes,2.22,1,0.23375933235586915,,4.0,0.0
40391,First Order Stormtrooper,Brick Sketches,Star Wars,9.51,0,0.07752901943028007,,1.0,1.0
40524,LEGO Botanicals 40524 Sunflowers,Creator,Botanical Collection,6.15,0,0.7355529819013689,,,
60482,LEGO City 60482 Rides - Fire Truck,Town,Rides,3.9,1,0.9152630098054058,,,
41250,Techno Reef Dance Party,Trolls World Tour,,0.71,1,0.3693106540125833,,,
41251,Poppy's Pod,Trolls World Tour,,6.4,0,0.6848936305190978,,,
41252,Poppy's Hot Air Balloon Adventure,Trolls World Tour,,6.28,0,0.8215175065276805,,,
41253,Lonesome Flats Raft Adventure,Trolls World Tour,,3.68,1,0.8164688853923452,,1.0,1.0
11215,LEGO Gabby's Dollhouse 11215 Gabby's Brick-Built Cat Friends,Gabby's Dollhouse,Miscellaneous,1.33,1,0.6331012501393131,,,
76448,LEGO Harry Potter 76448 Fawkes: Dumbledore's Phoenix,Harry Potter,,5.74,0,0.10010642315345282,,,
77248,LEGO Speed Champions 77248 BWT Alpine F1 Team A524 Race Car,Speed Champions,Formula 1,4.74,1,0.8988353374709923,,,
71826,LEGO Ninjago 71826 Dragon Spinjitzu Battle Pack,Ninjago,Dragons Rising Season 3,4.74,1,0.49905230250174093,,,
41397,Juice Truck,Friends,Beach,3.6700000762939453,1,0.9893634672404938,,,
41400,Andrea's Play Cube,Friends,Play Cube,2.690000057220459,1,0.9356834744688828,,,
41401,Stephanie's Play Cube,Friends,Play Cube,9.829999923706055,0,0.028156680864499135,,,
41256,Rainbow Caterbus,Trolls World Tour,,2.64,1,0.4827604272571547,,,
41258,Vibe City Concert,Trolls World Tour,,0.8,1,0.7970035914426972,15.013140604467806,4.0,0.0
41389,Ice Cream Cart,Friends,,5.67,0,0.06276564109643312,,,
41390,Andrea's Car & Stage,Friends,Music,2.6,1,0.9512805835344715,,,
41391,Heartlake City Hair Salon,Friends,Heartlake City,6.16,0,0.024675276075579716,,,
41393,Baking Competition,Friends,Baking,3.4,1,0.9828290145562488,,4.0,0.0
41392,Nature Glamping,Friends,Great Outdoors,4.08,1,0.9923166229051056,,,
41394,Heartlake City Hospital,Friends,Heartlake City,10.3,0,0.03839213056564204,,,
41396,Puppy Playground,Friends,Pets,4.25,1,0.857737478076912,,,
41395,Friendship Bus,Friends,Traffic,5.83,0,0.03876320162086529,,4.0,0.0
41398,4+ Stephanie's House,Friends,Houses,3.94,1,0.9729621761732252,18.00262812089356,4.0,0.0
41403,Mia's Play Cube,Friends,Play Cube,6.89,0,0.021797228502410195,,,
41406,Stephanie's Shopping Play Cube,Friends,Play Cube,6.3,0,0.04723469059430594,9.034165571616294,1.0,1.0
41405,Andrea's Shopping Play Cube,Friends,Play Cube,5.87,0,0.01367755349374609,9.034165571616294,1.0,1.0
41407,Olivia's Shopping Play Cube,Friends,Play Cube,4.31,1,0.7842226916115288,9.034165571616294,1.0,1.0
41409,Emma's Shopping Play Cube,Friends,Play Cube,5.96,0,0.05251839420218078,9.034165571616294,1.0,1.0
41408,Mia's Shopping Play Cube,Friends,Play Cube,5.54,0,0.01552523229281149,9.034165571616294,1.0,1.0
41411,Stephanie's Summer Play Cube,Friends,Play Cube,2.43,1,0.9731839034382347,,,
41410,Andrea's Summer Play Cube,Friends,Play Cube,4.57,1,0.9724729351054177,,,
41414,Emma's Summer Play Cube,Friends,Play Cube,7.27,0,0.021369234111299398,,,
41413,Mia's Summer Play Cube,Friends,Play Cube,6.51,0,0.02440893805490942,,,
41420,"Advent Calendar 2020, Friends",Holiday & Event,Seasonal,5.64,0,0.7234899304307715,4.0078843626806835,1.0,1.0
41422,Panda Jungle Tree House,Friends,Jungle Rescue,6.91,0,0.055009036667747396,20.9592641261498,1.0,1.0
41421,Baby Elephant Jungle Rescue,Friends,Jungle Rescue,2.86,1,0.9745319322457622,17.017082785808146,4.0,0.0
41424,Jungle Rescue Base,Friends,Jungle Rescue,2.23,1,0.9879819067153556,20.9592641261498,1.0,1.0
41423,Tiger Hot Air Balloon Jungle Rescue,Friends,Jungle Rescue,4.93,1,0.6346545588127323,15.99868593955322,4.0,0.0
41426,Heartlake City Park Café {Cafe},Friends,,6.18,0,0.0417882277407075,17.017082785808146,4.0,0.0
41427,Emma's Fashion Shop,Friends,Heartlake City,6.56,0,0.029780700291046316,17.017082785808146,4.0,0.0
41428,Beach House,Friends,Beach,2.75,1,0.9883305969195983,17.017082785808146,4.0,0.0
41429,Heartlake City Airplane,Friends,,2.86,1,0.9625639573171335,15.013140604467806,3.0,1.0
41430,Summer Fun Water Park,Friends,Summer,5.43,0,0.0628679591063293,15.99868593955322,4.0,0.0
60253,Ice-cream Truck,Town,Traffic,13.02,0,0.12217815973626643,,,
76314,LEGO Super Heroes 76314 Captain America: Civil War Action Battle,Super Heroes,Captain America Civil War,5.38,0,0.38730856407314523,,,
42664,LEGO Friends 42664 Travel Boat Adventure,Friends,Summer,2.49,1,0.9951895554065585,,,
42102,Mini CLAAS XERION,Technic,,5.96,0,0.4053625538404722,,4.0,0.0
41432,Alpaca Mountain Jungle Rescue,Friends,Jungle Rescue,3.0,1,0.9888027526048776,19.021024967148488,1.0,1.0
41433,Party Boat,Friends,Beach,1.39,1,0.9950493936513426,15.013140604467806,3.0,1.0
41434,Andrea's Jungle Play Cube,Friends,Play Cube,5.27,0,0.029818125291573478,7.030223390275952,1.0,1.0
41435,Stephanie's Jungle Play Cube,Friends,Play Cube,5.72,0,0.020434973479312044,,,
41436,Olivia's Jungle Play Cube,Friends,Play Cube,9.51,0,0.020178089110796174,7.030223390275952,1.0,1.0
41437,Mia's Jungle Play Cube,Friends,Play Cube,6.22,0,0.018550637833847382,7.030223390275952,1.0,1.0
41438,Emma's Jungle Play Cube,Friends,Play Cube,10.33,0,0.02902399635374445,,,
41900,Rainbow,Dots,Bracelets,11.19,0,0.669763582335142,19.021024967148488,4.0,0.0
41902,Sparkly Unicorn,Dots,Bracelets,3.42,1,0.40287945287286514,13.009198423127463,2.0,1.0
41901,Funky Animals,Dots,Bracelets,3.63,1,0.42856752243768337,19.021024967148488,4.0,0.0
41903,Cosmic Wonder,Dots,Bracelets,3.83,1,0.5720485594587962,13.009198423127463,2.0,1.0
41904,Picture Holders,Dots,Accessories,1.55,1,0.6967844153871368,13.009198423127463,2.0,1.0
41905,Jewelry Stand,Dots,Accessories,5.9,0,0.21985069320799153,13.009198423127463,2.0,1.0
41906,Pencil Holder,Dots,Accessories,2.12,1,0.8601082629391532,,,
41907,Desk Organizer,Dots,,4.58,1,0.4749280032736267,,3.0,1.0
41908,Extra Dots - Series 1,Dots,Extra Dots,8.78,0,0.33028994225193065,19.021024967148488,4.0,0.0
41912,Love Birds,Dots,Bracelets,6.51,0,0.7219296008068194,19.021024967148488,4.0,0.0
41914,Picture Frame,Dots,,3.43,1,0.44317480078218113,,,
41915,Jewelry Box,Dots,Accessories,2.08,1,0.32929170908509364,,,
42101,Buggy,Technic,,10.47,0,0.3854395056486491,,,
42103,Dragster,Technic,,5.46,0,0.7831806837727631,,,
42104,Race Truck,Technic,,6.46,0,0.20652840117504204,,,
42105,Catamaran,Technic,,6.36,0,0.6981006617889373,,,
42106,Stunt Show Truck & Bike,Technic,,4.14,1,0.8555641704698586,,4.0,0.0
42107,Ducati Panigale V4 R,Technic,Licensed,1.25,1,0.8216577279854373,40.99868593955322,4.0,0.0
42108,Mobile Crane,Technic,,14.74,0,0.0866740100179092,,,
42111,Dom's Dodge Charger,Technic,Licensed,23.48,0,0.1474211456834149,,1.0,1.0
42109,App-Controlled Top Gear Rally Car,Technic,,8.61,0,0.2999581556375021,,4.0,0.0
42112,Concrete Mixer Truck,Technic,,4.73,1,0.6392330928905116,15.013140604467806,4.0,0.0
42113,Bell-Boeing V-22 Osprey,Technic,,23.62,0,0.031278158898259086,,,
42114,6x6 Volvo Articulated Hauler,Technic,,10.75,0,0.5635205815866066,27.989487516425754,4.0,0.0
42695,LEGO Friends 42695 Horse & Baby Foal Trailer,Friends,Horseback Riding,5.82,0,0.032925768973990396,,,
71831,LEGO Ninjago 71831 Ninja Spinjitzu Temple,Ninjago,Dragons Rising Season 3,4.74,1,0.8991156100936234,,,
71860,LEGO Ninjago 71860 Lloyd's Titan Mech 15th Anniversary,NINJAGO,Secrets of the Forbidden Spinjitzu,12.35,0,0.02388266558375935,,,
11372,LEGO Icons 11372 Autumn Cottage Garden,Creator,Gardens of the World,4.74,1,0.4627499010933693,,,
31380,LEGO Creator 31380 Retro Gaming Console,Creator,3 in 1,3.72,1,0.9622011087056007,,,
10328,LEGO Botanicals 10328 Bouquet of Roses,Icons,Botanical Collection,4.74,1,0.8209062955444796,,,
43179,Mickey Mouse & Minnie Mouse,Disney,,2.73,1,0.4534246464555472,,,
43182,Mulan's Training Grounds,Disney,Mulan,1.88,1,0.7741569882992252,,,
43180,Belle's Castle Winter Celebration,Disney,Disney Princess,1.81,1,0.5036247970183694,17.017082785808146,4.0,0.0
43183,Moana's Island Home,Disney,Moana,12.73,0,0.07447292293564411,,,
43187,Rapunzel's Tower,Disney,Tangled,35.4,0,0.02673924411125119,41.95137976346912,1.0,1.0
43188,Aurora's Forest Cottage,Disney,Sleeping Beauty,7.53,0,0.11910863710668879,13.994743758212877,4.0,0.0
60241,Police Dog Unit,Town,Police,5.81,0,0.06091279480730814,,,
60242,Police Highway Arrest,Town,Police,4.64,1,0.8832040128687786,,4.0,0.0
51515,Robot Inventor,MINDSTORMS,,18.97,0,0.23399477162086388,,,
60244,Police Helicopter Transport,Town,Police,2.7,1,0.8446242836689216,,4.0,0.0
60243,Police Helicopter Chase,Town,Police,7.74,0,0.12881109086385176,,4.0,0.0
60251,Monster Truck,Town,Traffic,7.85,0,0.10124822730000055,,4.0,0.0
60252,Construction Bulldozer,Town,Construction,12.04,0,0.2653873875288161,,4.0,0.0
75433,LEGO Star Wars 75433 Jango Fett's Starship,Star Wars,Episode II,9.13,0,0.08219733505880396,,,
60255,Stunt Team,Town,Racing,6.53,0,0.06654056218949977,,,
60256,Racing Cars,Town,Traffic,5.71,0,0.19451461079894608,,,
60257,Service Station,Town,General,6.71,0,0.5989922999043663,,,
60258,Tuning Workshop,Town,General,1.78,1,0.954681936484206,,4.0,0.0
60260,Air Race,Town,Airport,3.64,1,0.9439728383079137,15.99868593955322,4.0,0.0
60261,Central Airport,Town,Airport,7.23,0,0.43231770368342337,17.017082785808146,4.0,0.0
60263,Ocean Mini-Submarine,Town,Deep Sea Explorers,10.67,0,0.03952367613830896,17.017082785808146,4.0,0.0
60264,Ocean Exploration Submarine,Town,Deep Sea Explorers,3.28,1,0.8884250409219667,15.99868593955322,4.0,0.0
60265,Ocean Exploration Base,Town,Deep Sea Explorers,3.5,1,0.8302365323926059,29.00788436268068,4.0,0.0
60266,Ocean Exploration Ship,Town,Deep Sea Explorers,12.46,0,0.31194239547882585,20.9592641261498,1.0,1.0
60267,Safari Off-roader,Town,Traffic,8.45,0,0.2627286834471642,,4.0,0.0
60268,"Advent Calendar 2020, City",Holiday & Event,Seasonal,4.12,1,0.7797583347466803,7.9500657030223385,2.0,1.0
60270,Police Brick Box,Town,Police,8.32,0,0.22973908389624123,,,
60271,Main Square,Town,Town,8.13,0,0.05296798665632147,15.99868593955322,1.0,1.0
60272,Elite Police Boat Transport,Town,Police,4.84,1,0.49131054480204184,15.013140604467806,4.0,0.0
60273,Elite Police Driller Chase,Town,Police,6.2,0,0.3087851509641706,15.013140604467806,4.0,0.0
60274,Elite Police Lighthouse Capture,Town,Police,6.46,0,0.2134699321960947,15.013140604467806,4.0,0.0
66635,"Super Heroes Bundle Pack, Avengers and Spider-Man, 3 in 1 Pack (Sets 76140, 76141, and 76146) - Super mech pack",Super Heroes,Value Packs,9.46,0,0.07551133897911892,,,
66636,"City Bundle Pack, Super Pack 2 in 1 (Sets 60250 and 60251)",Town,Value Packs,5.26,0,0.3589034881905762,,,
66640,City Bundle Pack (Sets 60247 and 60250),City,Value Packs,10.96,0,0.33050334799704634,,,
66637,"City Bundle Pack, Super Pack 2 in 1 (Sets 60247 and 60249)",Town,Value Packs,9.06,0,0.09512524003925363,,,
66642,"Dots Bundle Pack (Sets 41900, 41902, 41905, and 41908 with Extra Sorting Tray) - Ultimate Designer Kit",Dots,Value Packs,4.68,1,0.48865562569359067,,,
66643,"City Bundle Pack, 3 in 1 (Sets 60207, 60213, and 60219)",Town,Value Packs,2.13,1,0.8701969818884203,,,
66645,City Bundle Pack (Sets 60224 and 60225),City,Value Packs,2.61,1,0.6288812811316825,,,
70427,Welcome to the Hidden Side,Hidden Side,,4.82,1,0.5407688763723709,,3.0,1.0
70428,Jack's Beach Buggy,Hidden Side,,0.22,1,0.9376290661096326,,3.0,1.0
70430,Newbury Subway,Hidden Side,,1.76,1,0.930436440582818,,3.0,1.0
70429,El Fuego's Stunt Plane,Hidden Side,,3.22,1,0.813357160879662,,3.0,1.0
70432,Haunted Fairground,Hidden Side,,3.9,1,0.9527401817287968,,3.0,1.0
70431,The Lighthouse of Darkness,Hidden Side,,3.17,1,0.8465473573140437,,3.0,1.0
66646,Minecraft Bundle Pack (Sets 21140 and 21145),Minecraft,Value Packs,14.93,0,0.14522576509794802,,,
66647,SPEED CHAMPIONS Bundle Pack (Sets 75890 and 75891),Speed Champions,Value Packs,10.6,0,0.34107825924969143,,,
10797,LEGO Gabby's Dollhouse 10797 Gabby's Party Room,Gabby's Dollhouse,,1.53,1,0.5700411349615736,17.017082785808146,4.0,0.0
70434,Supernatural Race Car,Hidden Side,,4.18,1,0.8572438891804643,13.994743758212877,3.0,1.0
70436,Phantom Fire Truck 3000,Hidden Side,,7.49,0,0.769033325885773,8.968462549277266,1.0,1.0
70435,Newbury Abandoned Prison,Hidden Side,,5.84,0,0.9455150134259266,13.994743758212877,3.0,1.0
70437,Mystery Castle,Hidden Side,,9.74,0,0.6091299923619653,13.994743758212877,3.0,1.0
70686,Spinjitzu Burst Kai,NINJAGO,,13.51,0,0.06863642767712572,15.99868593955322,4.0,0.0
70687,Spinjitzu Burst Lloyd,NINJAGO,,9.49,0,0.10306529566352166,15.013140604467806,3.0,1.0
71360,Adventures with Mario - Starter Course,Super Mario,,7.46,0,0.49502539769439463,49.01445466491458,3.0,1.0
71362,Guarded Fortress - Expansion Set,Super Mario,Expansion Set,4.32,1,0.9359716030918315,,,
71363,Desert Pokey - Expansion Set,Super Mario,Expansion Set,4.33,1,0.9249573373816925,,,
71364,Whomp's Lava Trouble - Expansion Set,Super Mario,Expansion Set,4.32,1,0.7346108251406291,,,
71365,Piranha Plant Power Slide - Expansion Set,Super Mario,Expansion Set,1.07,1,0.9295498527225373,,,
71366,Boomer Bill Barrage - Expansion Set,Super Mario,Expansion Set,4.32,1,0.6946208263114798,,,
71367,Mario's House & Yoshi - Expansion Set,Super Mario,Expansion Set,4.32,1,0.9286157238467124,,1.0,1.0
71368,Toad's Treasure Hunt - Expansion Set,Super Mario,Expansion Set,4.32,1,0.8168773726262973,,,
71369,Bowser's Castle Boss Battle - Expansion Set,Super Mario,Expansion Set,4.28,1,0.7847010137382296,,,
71370,Fire Mario - Power-Up Pack,Super Mario,Power-Up Pack,35.4,0,0.02056080943467979,,,
71374,Nintendo Entertainment System,Super Mario,Miscellaneous,26.44,0,0.20379479171745316,,,
71376,Thwomp Drop - Expansion Set,Super Mario,Expansion Set,2.06,1,0.8891966694614328,,4.0,0.0
71377,King Boo and the Haunted Yard - Expansion Set,Super Mario,Expansion Set,4.32,1,0.9160798139231382,,1.0,1.0
60493,LEGO City 60493 F1 Display Truck with Audi F1 Race Car,Town,Formula 1,3.9,1,0.9627178306195985,,,
71711,Jay's Cyber Dragon,NINJAGO,Prime Empire,10.35,0,0.16750499685638212,,,
71713,Empire Dragon,NINJAGO,Prime Empire,5.83,0,0.074136709916931,,,
71714,Kai Avatar - Arcade Pod,NINJAGO,Arcade Pod,24.72,0,0.026779145281357622,,,
71715,Jay Avatar - Arcade Pod,NINJAGO,Arcade Pod,24.55,0,0.05576538481275747,,,
71716,Lloyd Avatar - Arcade Pod,NINJAGO,Arcade Pod,23.33,0,0.06038134914868326,,,
71717,Journey To The Skull Dungeons,NINJAGO,,11.95,0,0.09095396718698072,15.99868593955322,4.0,0.0
71718,Wu's Battle Dragon,NINJAGO,,15.11,0,0.03646937007736852,12.976346911957949,3.0,1.0
71719,Zane's Mino Creature,NINJAGO,,5.68,0,0.09337351766605136,17.017082785808146,4.0,0.0
71720,Fire Stone Mech,NINJAGO,,10.83,0,0.049950065603959676,15.99868593955322,4.0,0.0
71721,Skull Sorcerer's Dragon,NINJAGO,,25.47,0,0.023994940593230075,20.9592641261498,1.0,1.0
71722,Skull Sorcerer's Dungeons,NINJAGO,,15.66,0,0.0481454933751455,15.99868593955322,4.0,0.0
75263,Resistance Y-wing Microfighter,Star Wars,MicroFighters,10.66,0,0.08310689592818024,,,
75265,T-16 Skyhopper vs Bantha Microfighters,Star Wars,MicroFighters,5.31,0,0.14573708357093965,,,
75266,Sith Troopers Battle Pack,Star Wars,The Rise of Skywalker,11.93,0,0.040062976239731644,,4.0,0.0
75267,Mandalorian Battle Pack,Star Wars,The Mandalorian,7.52,0,0.6158032405073357,,,
75268,Snowspeeder,Star Wars,4 Plus,7.72,0,0.30996613856994193,,,
75269,Duel on Mustafar,Star Wars,Episode III,29.98,0,0.04024754973349953,,,
75270,Obi-Wan's Hut,Star Wars,Episode IV,8.82,0,0.11502482707178156,,4.0,0.0
75271,Luke Skywalker's Landspeeder,Star Wars,Episode IV,12.94,0,0.22426667442993375,,,
75272,Sith TIE Fighter,Star Wars,The Rise of Skywalker,5.55,0,0.22360292499683146,,4.0,0.0
75273,Poe Dameron's X-wing Fighter,Star Wars,The Rise of Skywalker,6.28,0,0.041394909232716305,,4.0,0.0
75274,TIE Fighter Pilot Helmet,Star Wars,Helmet Collection,35.4,0,0.015355190476439112,,,
75275,A-wing Starfighter - UCS,Star Wars,Ultimate Collector Series,11.69,0,0.08543172438103863,,,
75277,Boba Fett Helmet,Star Wars,Helmet Collection,16.84,0,0.02720801182093037,,,
75278,D-O,Star Wars,The Rise of Skywalker,7.35,0,0.06175432821849405,,,
75281,Anakin's Jedi Interceptor,Star Wars,Episode III,35.4,0,0.051287904365977806,15.99868593955322,4.0,0.0
75284,Knights of Ren Transport Ship,Star Wars,The Rise of Skywalker,3.51,1,0.42261146295702307,15.99868593955322,4.0,0.0
75283,Armored Assault Tank (AAT),Star Wars,The Clone Wars,9.41,0,0.24016610740951105,27.989487516425754,4.0,0.0
75286,General Grievous's Starfighter,Star Wars,Episode III,20.18,0,0.09658411176647452,18.95532194480946,1.0,1.0
75288,AT-AT,Star Wars,Episode V,29.71,0,0.04561440955656495,39.98028909329829,4.0,0.0
75290,Mos Eisley Cantina,Star Wars,Master Builder Series,15.19,0,0.1740778389278039,,,
75292,The Razor Crest (The Mandalorian Bounty Hunter Transport),Star Wars,The Mandalorian,4.22,1,0.737037011446138,37.97634691195795,4.0,0.0
75294,Bespin Duel - Star Wars Celebration 2020 Exclusive,Star Wars,Episode V,28.02,0,0.01638646302316734,,,
75318,The Child,Star Wars,The Mandalorian,4.6,1,0.3651555595277934,,4.0,0.0
75549,Unstoppable Bike Chase,Despicable Me and Minions,The Rise of Gru,14.09,0,0.07054210982162086,,4.0,0.0
75551,Brick-Built Minions and Their Lair,Despicable Me and Minions,The Rise of Gru,18.76,0,0.20117479619024597,,,
75939,Dr. Wu's Lab: Baby Dinosaurs Breakout,Jurassic World,,8.84,0,0.32817544387716263,19.021024967148488,1.0,1.0
75940,Gallimimus and Pteranodon Breakout,Jurassic World,,7.2,0,0.433120079251538,20.9592641261498,1.0,1.0
75942,Velociraptor: Biplane Rescue Mission,Jurassic World,,4.54,1,0.5029080537208009,20.039421813403415,1.0,1.0
75941,Indominus rex vs. Ankylosaurus,Jurassic World,,26.22,0,0.11831749413092747,18.00262812089356,4.0,0.0
75966,Hogwarts Room of Requirement,Harry Potter,Order of the Phoenix,6.48,0,0.041507785848455644,18.95532194480946,1.0,1.0
75967,Forbidden Forest: Umbridge's Encounter,Harry Potter,Order of the Phoenix,3.84,1,0.09078198111066042,17.017082785808146,1.0,1.0
75968,4 Privet Drive,Harry Potter,Chamber of Secrets,6.63,0,0.21410237654485342,,1.0,1.0
75969,Hogwarts Astronomy Tower,Harry Potter,Half-Blood Prince,6.57,0,0.08016791753049145,49.01445466491458,3.0,1.0
75978,Diagon Alley,Harry Potter,,21.73,0,0.028083513295756098,59.98685939553219,3.0,1.0
75979,Hedwig,Harry Potter,Characters Sculptures,10.69,0,0.030709204265293638,39.98028909329829,4.0,0.0
75981,"Advent Calendar 2020, Harry Potter",Holiday & Event,Seasonal,4.73,1,0.7808518335404848,5.946123521681997,1.0,1.0
75980,Attack on the Burrow,Harry Potter,Half-Blood Prince,6.24,0,0.12893761530766043,27.989487516425754,4.0,0.0
76141,Thanos Mech,Super Heroes,Avengers,16.82,0,0.021215314768976905,,,
76140,Iron Man Mech,Super Heroes,Avengers,13.56,0,0.0227032802060751,,4.0,0.0
76142,Avengers Speeder Bike Attack,Super Heroes,Avengers,3.41,1,0.30755117622308153,,,
76143,Avengers Truck Take-down,Super Heroes,Avengers,6.7,0,0.23328762273898587,,,
76146,Spider-Man Mech,Super Heroes,Spider-Man,10.31,0,0.015379818151829894,,,
76147,Vulture's Trucker Robbery,Super Heroes,Spider-Man,9.43,0,0.06123095458370036,,,
76148,Spider-Man vs. Doc Ock,Super Heroes,Spider-Man,11.8,0,0.05789417249149633,,,
76149,The Menace of Mysterio,Super Heroes,Spider-Man,5.67,0,0.15691585941354994,,,
76150,Spiderjet vs. Venom Mech,Super Heroes,Spider-Man,15.4,0,0.03639227465607292,,,
76151,Venomosaurus Ambush,Super Heroes,Spider-Man,13.31,0,0.04756404005540436,18.00262812089356,4.0,0.0
76152,Avengers Wrath of Loki,Super Heroes,Avengers,1.74,1,0.5689268306308061,11.990801576872535,2.0,1.0
76153,Avengers Helicarrier,Super Heroes,Avengers,8.11,0,0.02238638672614138,15.013140604467806,3.0,1.0
76157,Wonder Woman vs Cheetah,Super Heroes,Wonder Woman 1984,6.44,0,0.2548099040278741,,,
76159,Joker's Trike Chase,Super Heroes,Batman,5.25,0,0.29255642998474257,17.017082785808146,4.0,0.0
76160,Mobile Bat Base,Super Heroes,Batman,20.13,0,0.270346009773905,15.99868593955322,4.0,0.0
76161,1989 Batwing,Super Heroes,Batman 1989,9.41,0,0.014681293190534664,,,
88012,Technic Hub,Power Functions,,2.8,1,0.8893491442560124,,,
31385,LEGO Creator 31385 Sea Animals: Beautiful Dolphins,Creator,3 in 1,3.72,1,0.9531858334583119,,,
76165,Iron Man,Super Heroes,Avengers,21.35,0,0.044954885040858816,,,
76167,Iron Man Armory,Super Heroes,Avengers,16.85,0,0.11209938995726335,18.95532194480946,1.0,1.0
76895,Ferrari F8 Tributo,SPEED CHAMPIONS,Ferrari,12.04,0,0.0594169644180661,,4.0,0.0
76896,Nissan GT-R NISMO,SPEED CHAMPIONS,Nissan,25.14,0,0.01711815864385392,,,
76898,Formula E Panasonic Jaguar Racing GEN2 Car & Jaguar I-PACE eTROPHY,SPEED CHAMPIONS,Jaguar,20.74,0,0.029240929893514345,,,
76899,Lamborghini Urus ST-X & Lamborghini Huracán Super Trofeo EVO,SPEED CHAMPIONS,Lamborghini,16.24,0,0.21773702688450228,,,
77904,Nebulon-B Frigate - San Diego Comic-Con 2020 Exclusive,Star Wars,Episode V,35.4,0,0.026713049558033455,,,
77906,Wonder Woman - San Diego Comic-Con 2020 Exclusive,Super Heroes,,6.44,0,0.11677750190456691,,,
80006,White Dragon Horse Bike,Monkie Kid,A Hero is Born,9.99,0,0.6351339860820235,,,
80008,Monkie Kid's Cloud Jet,Monkie Kid,A Hero is Born,2.14,1,0.7541698644819282,,1.0,1.0
80010,Demon Bull King,Monkie Kid,A Hero is Born,9.06,0,0.39046112171701475,,,
80012,Monkey King Warrior Mech,Monkie Kid,A Hero is Born,3.7,1,0.31525624585729844,,4.0,0.0
80014,Sandy's Speedboat,Monkie Kid,Season 1,4.15,1,0.6589411524363132,23.98160315374507,3.0,1.0
80016,The Flaming Foundry,Monkie Kid,Season 1,3.27,1,0.4296788730492459,18.95532194480946,1.0,1.0
80105,Chinese New Year Temple Fair,Holiday & Event,Chinese Traditional Festivals,4.25,1,0.9472622853277601,,,
88013,Technic Large Motor,Power Functions,,0.94,1,0.8349872366264016,,,
88014,Technic XL Motor,Power Functions,,0.84,1,0.7976743169462628,,,
92176,NASA Apollo Saturn V {Reissue},LEGO Ideas (CUUSOO),NASA,22.75,0,0.04880631876986615,23.98160315374507,4.0,0.0
92177,Ship in a Bottle {Reissue},LEGO Ideas (CUUSOO),,20.04,0,0.030830791321130535,13.994743758212877,1.0,1.0
10473,LEGO DUPLO Town 10473 Fire Truck with Hose and Firefighter,DUPLO,,3.84,1,0.7861493209196825,,,
42625,LEGO Friends 42625 Beach Smoothie Stand,Friends,Beach,3.4,1,0.9902220102140532,18.00262812089356,4.0,0.0
21251,Steve's Desert Expedition,Minecraft,Minifig-scale,6.33,0,0.02553899590389524,22.996057818659658,4.0,0.0
10411,LEGO DUPLO Town 10411 Learn About Chinese Culture,DUPLO,,8.24,0,0.23671095717565532,13.009198423127463,1.0,1.0
11044,LEGO Classic 11044 Creative Build-and-Play Box,Classic,Creative Box,1.39,1,0.9201775154763925,,,
11043,LEGO Classic 11043 Cool Creative Box,Classic,Creative Box,1.39,1,0.8815266501756626,,,
41726,LEGO Friends 41726 Holiday Camping Trip,Friends,,3.8,1,0.9346818597130668,9.986859395532194,4.0,0.0
77237,LEGO Speed Champions 77237 Dodge Challenger SRT Hellcat Sports Car,SPEED CHAMPIONS,Dodge,6.0,0,0.023362989116296237,,,
77239,LEGO Speed Champions 77239 Porsche 911 GT3 RS Super Car,SPEED CHAMPIONS,Porsche,9.67,0,0.06693571505696148,,,
21064,LEGO Architecture 21064 Paris - City of Love,Architecture,,8.39,0,0.13444655595009955,,,
43245,LEGO Disney Classic 43245 The Magical Madrigal House,Disney,Encanto,4.05,1,0.7002527558453115,16.031537450722734,4.0,0.0
30692,LEGO Creator 30692 Christmas Chimney with Santa (GWP WILL NOT HONOUR IF BOUGHT),Creator,Seasonal,4.94,1,0.8618267841742507,,,
10455,LEGO DUPLO Disney 10455 Anna and Elsa's Frozen Castle Party,DUPLO,Frozen,2.96,1,0.9638362860390841,,,
10448,LEGO DUPLO Town 10448 3in1 Animals on Wheels,DUPLO,,3.84,1,0.9000049868488119,,,
42620,LEGO Friends 42620 Olly and Paisley's Family Houses,Friends,Houses,3.92,1,0.9874038326239302,22.010512483574242,4.0,0.0
76287,Iron Man with Bike and The Hulk,Super Heroes,Avengers,7.02,0,0.03830680602204365,15.013140604467806,4.0,0.0
43224,LEGO Disney Princess 43224 King Magnifico's Castle,Disney,Wish,5.93,0,0.33297996549772213,26.018396846254927,4.0,0.0
76434,LEGO Harry Potter 76434 Aragog in the Forbidden Forest,Harry Potter,Chamber of Secrets,6.63,0,0.24073162600638534,18.00262812089356,4.0,0.0
10450,LEGO DUPLO Town 10450 Hopsy's Castle Game,DUPLO,,3.84,1,0.8715662157871895,,,
71811,LEGO Ninjago 71811 Arin's Ninja Off-Road Buggy Car,NINJAGO,Dragons Rising Season 2,6.78,0,0.5643686006088232,21.02496714848883,4.0,0.0
10977,LEGO DUPLO My First 10977 My First Puppy & Kitten With Sounds,DUPLO,,4.74,1,0.7798765621482575,18.035479632063073,1.0,1.0
